,bitcoinprice,goldprice,market,riskfreerate
2016-01-01,435.66,395.0,,0.26
2016-01-02,435.4,395.0,,0.26
2016-01-03,431.91,395.0,,0.26
2016-01-04,433.85,395.0,2012.66,0.26
2016-01-05,433.34,395.0,2016.71,0.26
2016-01-06,430.87,395.0,1990.26,0.26
2016-01-07,459.07,395.0,1943.09,0.26
2016-01-08,454.44,395.0,1922.03,0.26
2016-01-09,450.38,395.0,1922.03,0.26
2016-01-10,449.99,395.0,1922.03,0.26
2016-01-11,449.19,395.0,1923.67,0.26
2016-01-12,434.01,395.0,1938.68,0.26
2016-01-13,432.77,395.0,1890.28,0.26
2016-01-14,430.03,395.0,1921.84,0.26
2016-01-15,357.53,395.0,1880.33,0.26
2016-01-16,388.7,395.0,1880.33,0.26
2016-01-17,378.46,395.0,1880.33,0.26
2016-01-18,384.89,395.0,1880.33,0.26
2016-01-19,375.27,395.0,1881.33,0.26
2016-01-20,418.54,395.0,1859.33,0.26
2016-01-21,409.38,395.0,1868.99,0.26
2016-01-22,382.9,395.0,1906.9,0.26
2016-01-23,387.5,395.0,1906.9,0.26
2016-01-24,403.05,395.0,1906.9,0.26
2016-01-25,391.4,395.0,1877.08,0.26
2016-01-26,391.54,395.0,1903.63,0.26
2016-01-27,394.79,395.0,1882.95,0.26
2016-01-28,379.61,395.0,1893.36,0.26
2016-01-29,378.68,395.0,1940.24,0.26
2016-01-30,378.46,395.0,1940.24,0.26
2016-01-31,367.95,395.0,1940.24,0.26
2016-02-01,371.33,412.4,1939.38,0.31
2016-02-02,372.93,412.4,1903.03,0.31
2016-02-03,368.87,412.4,1912.53,0.31
2016-02-04,387.99,412.4,1915.45,0.31
2016-02-05,384.5,412.4,1880.05,0.31
2016-02-06,375.44,412.4,1880.05,0.31
2016-02-07,377.49,412.4,1880.05,0.31
2016-02-08,371.14,412.4,1853.44,0.31
2016-02-09,372.68,412.4,1852.21,0.31
2016-02-10,378.44,412.4,1851.86,0.31
2016-02-11,378.23,412.4,1829.08,0.31
2016-02-12,382.05,412.4,1864.78,0.31
2016-02-13,391.0,412.4,1864.78,0.31
2016-02-14,406.59,412.4,1864.78,0.31
2016-02-15,398.95,412.4,1864.78,0.31
2016-02-16,407.42,412.4,1895.58,0.31
2016-02-17,415.2,412.4,1926.82,0.31
2016-02-18,421.19,412.4,1917.83,0.31
2016-02-19,420.72,412.4,1917.78,0.31
2016-02-20,437.46,412.4,1917.78,0.31
2016-02-21,438.56,412.4,1917.78,0.31
2016-02-22,437.55,412.4,1945.5,0.31
2016-02-23,419.97,412.4,1921.27,0.31
2016-02-24,423.94,412.4,1929.8,0.31
2016-02-25,423.54,412.4,1951.7,0.31
2016-02-26,430.85,412.4,1948.05,0.31
2016-02-27,433.12,412.4,1948.05,0.31
2016-02-28,433.73,412.4,1948.05,0.31
2016-02-29,436.44,412.4,1932.23,0.31
2016-03-01,433.08,451.2,1978.35,0.29
2016-03-02,420.39,451.2,1986.45,0.29
2016-03-03,418.8,451.2,1993.4,0.29
2016-03-04,407.35,451.2,1999.99,0.29
2016-03-05,396.08,451.2,1999.99,0.29
2016-03-06,403.24,451.2,1999.99,0.29
2016-03-07,412.21,451.2,2001.76,0.29
2016-03-08,411.18,451.2,1979.26,0.29
2016-03-09,412.8,451.2,1989.26,0.29
2016-03-10,415.98,451.2,1989.57,0.29
2016-03-11,419.39,451.2,2022.19,0.29
2016-03-12,410.58,451.2,2022.19,0.29
2016-03-13,412.52,451.2,2022.19,0.29
2016-03-14,415.02,451.2,2019.64,0.29
2016-03-15,415.41,451.2,2015.93,0.29
2016-03-16,416.07,451.2,2027.22,0.29
2016-03-17,418.41,451.2,2040.59,0.29
2016-03-18,409.65,451.2,2049.58,0.29
2016-03-19,410.2,451.2,2049.58,0.29
2016-03-20,411.27,451.2,2049.58,0.29
2016-03-21,412.0,451.2,2051.6,0.29
2016-03-22,416.66,451.2,2049.8,0.29
2016-03-23,417.53,451.2,2036.71,0.29
2016-03-24,412.95,451.2,2035.94,0.29
2016-03-25,416.41,451.2,2035.94,0.29
2016-03-26,416.97,451.2,2035.94,0.29
2016-03-27,425.3,451.2,2035.94,0.29
2016-03-28,423.0,451.2,2037.05,0.29
2016-03-29,416.39,451.2,2055.01,0.29
2016-03-30,412.79,451.2,2063.95,0.29
2016-03-31,416.03,451.2,2059.74,0.29
2016-04-01,417.68,445.4,2072.78,0.23
2016-04-02,419.95,445.4,2072.78,0.23
2016-04-03,420.16,445.4,2072.78,0.23
2016-04-04,419.47,445.4,2066.13,0.23
2016-04-05,422.36,445.4,2045.17,0.23
2016-04-06,421.46,445.4,2066.66,0.23
2016-04-07,421.99,445.4,2041.91,0.23
2016-04-08,419.48,445.4,2047.6,0.23
2016-04-09,419.46,445.4,2047.6,0.23
2016-04-10,423.4,445.4,2047.6,0.23
2016-04-11,423.94,445.4,2041.99,0.23
2016-04-12,427.8,445.4,2061.72,0.23
2016-04-13,425.58,445.4,2082.42,0.23
2016-04-14,426.32,445.4,2082.78,0.23
2016-04-15,430.93,445.4,2080.73,0.23
2016-04-16,433.39,445.4,2080.73,0.23
2016-04-17,431.0,445.4,2080.73,0.23
2016-04-18,430.97,445.4,2094.34,0.23
2016-04-19,437.06,445.4,2100.8,0.23
2016-04-20,442.96,445.4,2102.4,0.23
2016-04-21,452.25,445.4,2091.48,0.23
2016-04-22,448.41,445.4,2091.58,0.23
2016-04-23,455.69,445.4,2091.58,0.23
2016-04-24,464.46,445.4,2091.58,0.23
2016-04-25,466.17,445.4,2087.79,0.23
2016-04-26,470.59,445.4,2091.7,0.23
2016-04-27,445.31,445.4,2095.15,0.23
2016-04-28,451.68,445.4,2075.81,0.23
2016-04-29,458.82,445.4,2065.3,0.23
2016-04-30,454.02,445.4,2065.3,0.23
2016-05-01,456.98,465.7,2065.3,0.27
2016-05-02,446.42,465.7,2081.43,0.27
2016-05-03,452.21,465.7,2063.37,0.27
2016-05-04,448.68,465.7,2051.12,0.27
2016-05-05,449.98,465.7,2050.63,0.27
2016-05-06,462.31,465.7,2057.14,0.27
2016-05-07,461.91,465.7,2057.14,0.27
2016-05-08,462.79,465.7,2057.14,0.27
2016-05-09,464.16,465.7,2058.69,0.27
2016-05-10,452.78,465.7,2084.39,0.27
2016-05-11,454.37,465.7,2064.46,0.27
2016-05-12,456.48,465.7,2064.11,0.27
2016-05-13,457.98,465.7,2046.61,0.27
2016-05-14,458.9,465.7,2046.61,0.27
2016-05-15,461.47,465.7,2046.61,0.27
2016-05-16,455.66,465.7,2066.66,0.27
2016-05-17,454.19,465.7,2047.21,0.27
2016-05-18,455.56,465.7,2047.63,0.27
2016-05-19,438.38,465.7,2040.04,0.27
2016-05-20,445.65,465.7,2052.32,0.27
2016-05-21,446.28,465.7,2052.32,0.27
2016-05-22,442.48,465.7,2052.32,0.27
2016-05-23,445.67,465.7,2048.04,0.27
2016-05-24,446.99,465.7,2076.06,0.27
2016-05-25,451.49,465.7,2090.54,0.27
2016-05-26,454.97,465.7,2090.1,0.27
2016-05-27,471.27,465.7,2099.06,0.27
2016-05-28,523.25,465.7,2099.06,0.27
2016-05-29,525.22,465.7,2099.06,0.27
2016-05-30,532.55,465.7,2099.06,0.27
2016-05-31,531.34,465.7,2096.96,0.27
2016-06-01,534.84,441.3,2099.33,0.27
2016-06-02,537.87,441.3,2105.26,0.27
2016-06-03,571.25,441.3,2099.13,0.27
2016-06-04,576.31,441.3,2099.13,0.27
2016-06-05,575.17,441.3,2099.13,0.27
2016-06-06,586.77,441.3,2109.41,0.27
2016-06-07,579.71,441.3,2112.13,0.27
2016-06-08,583.21,441.3,2119.12,0.27
2016-06-09,577.46,441.3,2115.48,0.27
2016-06-10,580.31,441.3,2096.07,0.27
2016-06-11,609.5,441.3,2096.07,0.27
2016-06-12,677.86,441.3,2096.07,0.27
2016-06-13,706.01,441.3,2079.06,0.27
2016-06-14,684.95,441.3,2075.32,0.27
2016-06-15,698.78,441.3,2071.5,0.27
2016-06-16,769.76,441.3,2077.99,0.27
2016-06-17,752.26,441.3,2071.22,0.27
2016-06-18,758.99,441.3,2071.22,0.27
2016-06-19,768.76,441.3,2071.22,0.27
2016-06-20,703.12,441.3,2083.25,0.27
2016-06-21,667.66,441.3,2088.9,0.27
2016-06-22,604.5,441.3,2085.45,0.27
2016-06-23,631.1,441.3,2113.32,0.27
2016-06-24,669.98,441.3,2037.41,0.27
2016-06-25,673.71,441.3,2037.41,0.27
2016-06-26,638.56,441.3,2037.41,0.27
2016-06-27,657.87,441.3,2000.54,0.27
2016-06-28,648.43,441.3,2036.09,0.27
2016-06-29,639.42,441.3,2070.77,0.27
2016-06-30,673.49,441.3,2098.86,0.27
2016-07-01,678.19,490.7,2102.95,0.3
2016-07-02,704.95,490.7,2102.95,0.3
2016-07-03,663.55,490.7,2102.95,0.3
2016-07-04,681.98,490.7,2102.95,0.3
2016-07-05,669.87,490.7,2088.55,0.3
2016-07-06,678.79,490.7,2099.73,0.3
2016-07-07,641.97,490.7,2097.9,0.3
2016-07-08,667.33,490.7,2129.9,0.3
2016-07-09,657.61,490.7,2129.9,0.3
2016-07-10,652.44,490.7,2129.9,0.3
2016-07-11,650.97,490.7,2137.16,0.3
2016-07-12,666.56,490.7,2152.14,0.3
2016-07-13,655.34,490.7,2152.43,0.3
2016-07-14,661.65,490.7,2163.75,0.3
2016-07-15,667.48,490.7,2161.74,0.3
2016-07-16,666.32,490.7,2161.74,0.3
2016-07-17,680.0,490.7,2161.74,0.3
2016-07-18,675.5,490.7,2166.89,0.3
2016-07-19,673.98,490.7,2163.78,0.3
2016-07-20,666.92,490.7,2173.02,0.3
2016-07-21,667.28,490.7,2165.17,0.3
2016-07-22,654.67,490.7,2175.03,0.3
2016-07-23,657.5,490.7,2175.03,0.3
2016-07-24,661.0,490.7,2175.03,0.3
2016-07-25,657.79,490.7,2168.48,0.3
2016-07-26,654.06,490.7,2169.18,0.3
2016-07-27,657.35,490.7,2166.58,0.3
2016-07-28,657.4,490.7,2170.06,0.3
2016-07-29,657.0,490.7,2173.6,0.3
2016-07-30,655.87,490.7,2173.6,0.3
2016-07-31,626.97,490.7,2173.6,0.3
2016-08-01,605.2,490.1,2170.84,0.3
2016-08-02,537.47,490.1,2157.03,0.3
2016-08-03,573.36,490.1,2163.79,0.3
2016-08-04,587.5,490.1,2164.25,0.3
2016-08-05,583.0,490.1,2182.87,0.3
2016-08-06,591.71,490.1,2182.87,0.3
2016-08-07,595.14,490.1,2182.87,0.3
2016-08-08,591.48,490.1,2180.89,0.3
2016-08-09,586.45,490.1,2181.74,0.3
2016-08-10,594.94,490.1,2175.49,0.3
2016-08-11,587.91,490.1,2185.79,0.3
2016-08-12,587.74,490.1,2184.05,0.3
2016-08-13,586.45,490.1,2184.05,0.3
2016-08-14,574.99,490.1,2184.05,0.3
2016-08-15,567.79,490.1,2190.15,0.3
2016-08-16,579.02,490.1,2178.15,0.3
2016-08-17,574.45,490.1,2182.22,0.3
2016-08-18,574.09,490.1,2187.02,0.3
2016-08-19,573.67,490.1,2183.87,0.3
2016-08-20,581.87,490.1,2183.87,0.3
2016-08-21,581.29,490.1,2183.87,0.3
2016-08-22,585.2,490.1,2182.64,0.3
2016-08-23,582.39,490.1,2186.9,0.3
2016-08-24,578.47,490.1,2175.44,0.3
2016-08-25,575.58,490.1,2172.47,0.3
2016-08-26,579.29,490.1,2169.04,0.3
2016-08-27,570.84,490.1,2169.04,0.3
2016-08-28,575.41,490.1,2169.04,0.3
2016-08-29,573.21,490.1,2180.38,0.3
2016-08-30,574.95,490.1,2176.12,0.3
2016-08-31,572.89,490.1,2170.95,0.3
2016-09-01,573.02,484.6,2170.86,0.29
2016-09-02,576.21,484.6,2179.98,0.29
2016-09-03,600.91,484.6,2179.98,0.29
2016-09-04,611.92,484.6,2179.98,0.29
2016-09-05,605.69,484.6,2179.98,0.29
2016-09-06,612.99,484.6,2186.48,0.29
2016-09-07,615.21,484.6,2186.16,0.29
2016-09-08,627.97,484.6,2181.3,0.29
2016-09-09,622.07,484.6,2127.81,0.29
2016-09-10,623.74,484.6,2127.81,0.29
2016-09-11,607.94,484.6,2127.81,0.29
2016-09-12,606.74,484.6,2159.04,0.29
2016-09-13,608.63,484.6,2127.02,0.29
2016-09-14,608.43,484.6,2125.77,0.29
2016-09-15,605.44,484.6,2147.26,0.29
2016-09-16,607.93,484.6,2139.16,0.29
2016-09-17,607.92,484.6,2139.16,0.29
2016-09-18,611.4,484.6,2139.16,0.29
2016-09-19,608.6,484.6,2139.12,0.29
2016-09-20,605.6,484.6,2139.76,0.29
2016-09-21,597.0,484.6,2163.12,0.29
2016-09-22,596.21,484.6,2177.18,0.29
2016-09-23,602.96,484.6,2164.69,0.29
2016-09-24,603.68,484.6,2164.69,0.29
2016-09-25,601.67,484.6,2164.69,0.29
2016-09-26,607.08,484.6,2146.1,0.29
2016-09-27,605.71,484.6,2159.93,0.29
2016-09-28,605.04,484.6,2171.37,0.29
2016-09-29,605.99,484.6,2151.13,0.29
2016-09-30,608.99,484.6,2168.27,0.29
2016-10-01,615.65,461.2,2168.27,0.33
2016-10-02,612.4,461.2,2168.27,0.33
2016-10-03,612.99,461.2,2161.2,0.33
2016-10-04,610.34,461.2,2150.49,0.33
2016-10-05,613.16,461.2,2159.73,0.33
2016-10-06,611.88,461.2,2160.77,0.33
2016-10-07,617.98,461.2,2153.74,0.33
2016-10-08,619.5,461.2,2153.74,0.33
2016-10-09,617.42,461.2,2153.74,0.33
2016-10-10,618.72,461.2,2163.66,0.33
2016-10-11,642.12,461.2,2136.73,0.33
2016-10-12,635.79,461.2,2139.18,0.33
2016-10-13,635.66,461.2,2132.55,0.33
2016-10-14,638.03,461.2,2132.98,0.33
2016-10-15,638.16,461.2,2132.98,0.33
2016-10-16,641.92,461.2,2132.98,0.33
2016-10-17,639.56,461.2,2126.5,0.33
2016-10-18,635.11,461.2,2139.6,0.33
2016-10-19,629.79,461.2,2144.29,0.33
2016-10-20,628.05,461.2,2141.34,0.33
2016-10-21,630.83,461.2,2141.16,0.33
2016-10-22,652.75,461.2,2141.16,0.33
2016-10-23,651.04,461.2,2141.16,0.33
2016-10-24,649.98,461.2,2151.33,0.33
2016-10-25,654.3,461.2,2143.16,0.33
2016-10-26,674.0,461.2,2139.43,0.33
2016-10-27,691.21,461.2,2133.04,0.33
2016-10-28,689.95,461.2,2126.41,0.33
2016-10-29,714.28,461.2,2126.41,0.33
2016-10-30,697.41,461.2,2126.41,0.33
2016-10-31,696.9,461.2,2126.15,0.33
2016-11-01,730.7,467.6,2111.72,0.45
2016-11-02,744.6,467.6,2097.94,0.45
2016-11-03,690.0,467.6,2088.66,0.45
2016-11-04,706.32,467.6,2085.18,0.45
2016-11-05,706.99,467.6,2085.18,0.45
2016-11-06,717.02,467.6,2085.18,0.45
2016-11-07,706.42,467.6,2131.52,0.45
2016-11-08,711.15,467.6,2139.56,0.45
2016-11-09,720.97,467.6,2163.26,0.45
2016-11-10,712.91,467.6,2167.48,0.45
2016-11-11,716.9,467.6,2164.45,0.45
2016-11-12,704.53,467.6,2164.45,0.45
2016-11-13,704.01,467.6,2164.45,0.45
2016-11-14,708.32,467.6,2164.2,0.45
2016-11-15,712.29,467.6,2180.39,0.45
2016-11-16,739.85,467.6,2176.94,0.45
2016-11-17,730.71,467.6,2187.12,0.45
2016-11-18,748.54,467.6,2181.9,0.45
2016-11-19,750.77,467.6,2181.9,0.45
2016-11-20,731.99,467.6,2181.9,0.45
2016-11-21,736.4,467.6,2198.18,0.45
2016-11-22,746.66,467.6,2202.94,0.45
2016-11-23,741.52,467.6,2204.72,0.45
2016-11-24,737.99,467.6,2204.72,0.45
2016-11-25,739.74,467.6,2213.35,0.45
2016-11-26,735.7,467.6,2213.35,0.45
2016-11-27,729.24,467.6,2213.35,0.45
2016-11-28,729.77,467.6,2201.72,0.45
2016-11-29,732.37,467.6,2204.66,0.45
2016-11-30,742.69,467.6,2198.81,0.45
2016-12-01,754.0,422.7,2191.08,0.51
2016-12-02,769.25,422.7,2191.95,0.51
2016-12-03,766.98,422.7,2191.95,0.51
2016-12-04,767.99,422.7,2191.95,0.51
2016-12-05,752.0,422.7,2204.71,0.51
2016-12-06,759.8,422.7,2212.23,0.51
2016-12-07,764.34,422.7,2241.35,0.51
2016-12-08,767.89,422.7,2246.19,0.51
2016-12-09,773.22,422.7,2259.53,0.51
2016-12-10,775.87,422.7,2259.53,0.51
2016-12-11,771.05,422.7,2259.53,0.51
2016-12-12,778.94,422.7,2256.96,0.51
2016-12-13,776.18,422.7,2271.72,0.51
2016-12-14,777.66,422.7,2253.28,0.51
2016-12-15,776.16,422.7,2262.03,0.51
2016-12-16,780.98,422.7,2258.07,0.51
2016-12-17,788.57,422.7,2258.07,0.51
2016-12-18,790.72,422.7,2258.07,0.51
2016-12-19,790.81,422.7,2262.53,0.51
2016-12-20,798.99,422.7,2270.76,0.51
2016-12-21,834.5,422.7,2265.18,0.51
2016-12-22,856.02,422.7,2260.96,0.51
2016-12-23,917.26,422.7,2263.79,0.51
2016-12-24,891.5,422.7,2263.79,0.51
2016-12-25,896.12,422.7,2263.79,0.51
2016-12-26,902.09,422.7,2263.79,0.51
2016-12-27,925.2,422.7,2268.88,0.51
2016-12-28,982.17,422.7,2249.92,0.51
2016-12-29,970.72,422.7,2249.26,0.51
2016-12-30,960.81,422.7,2238.83,0.51
2016-12-31,973.37,422.7,2238.83,0.51
2017-01-01,992.95,421.9,2238.83,0.51
2017-01-02,1011.45,421.9,2238.83,0.51
2017-01-03,1020.67,421.9,2257.83,0.51
2017-01-04,1130.3,421.9,2270.75,0.51
2017-01-05,1007.0,421.9,2269.0,0.51
2017-01-06,895.71,421.9,2276.98,0.51
2017-01-07,909.0,421.9,2276.98,0.51
2017-01-08,923.33,421.9,2276.98,0.51
2017-01-09,902.66,421.9,2268.9,0.51
2017-01-10,907.0,421.9,2268.9,0.51
2017-01-11,795.77,421.9,2275.32,0.51
2017-01-12,812.25,421.9,2270.44,0.51
2017-01-13,831.42,421.9,2274.64,0.51
2017-01-14,828.0,421.9,2274.64,0.51
2017-01-15,833.31,421.9,2274.64,0.51
2017-01-16,834.41,421.9,2274.64,0.51
2017-01-17,906.0,421.9,2267.89,0.51
2017-01-18,887.99,421.9,2271.89,0.51
2017-01-19,902.92,421.9,2263.69,0.51
2017-01-20,894.31,421.9,2271.31,0.51
2017-01-21,925.06,421.9,2271.31,0.51
2017-01-22,931.22,421.9,2271.31,0.51
2017-01-23,910.7,421.9,2265.2,0.51
2017-01-24,887.0,421.9,2280.07,0.51
2017-01-25,896.0,421.9,2298.37,0.51
2017-01-26,917.02,421.9,2296.68,0.51
2017-01-27,922.63,421.9,2294.69,0.51
2017-01-28,924.98,421.9,2294.69,0.51
2017-01-29,916.54,421.9,2294.69,0.51
2017-01-30,923.23,421.9,2280.9,0.51
2017-01-31,970.01,421.9,2278.87,0.51
2017-02-01,992.75,437.2,2279.55,0.52
2017-02-02,1008.38,437.2,2280.85,0.52
2017-02-03,1018.0,437.2,2297.42,0.52
2017-02-04,1035.54,437.2,2297.42,0.52
2017-02-05,1016.32,437.2,2297.42,0.52
2017-02-06,1022.58,437.2,2292.56,0.52
2017-02-07,1053.96,437.2,2293.08,0.52
2017-02-08,1056.7,437.2,2294.67,0.52
2017-02-09,994.24,437.2,2307.87,0.52
2017-02-10,1001.99,437.2,2316.1,0.52
2017-02-11,1018.65,437.2,2316.1,0.52
2017-02-12,1010.0,437.2,2316.1,0.52
2017-02-13,1002.82,437.2,2328.25,0.52
2017-02-14,1013.92,437.2,2337.58,0.52
2017-02-15,1014.53,437.2,2349.25,0.52
2017-02-16,1038.94,437.2,2347.22,0.52
2017-02-17,1057.3,437.2,2351.16,0.52
2017-02-18,1062.15,437.2,2351.16,0.52
2017-02-19,1059.88,437.2,2351.16,0.52
2017-02-20,1089.82,437.2,2351.16,0.52
2017-02-21,1128.29,437.2,2365.38,0.52
2017-02-22,1128.71,437.2,2362.82,0.52
2017-02-23,1186.9,437.2,2363.81,0.52
2017-02-24,1186.91,437.2,2367.34,0.52
2017-02-25,1158.0,437.2,2367.34,0.52
2017-02-26,1184.91,437.2,2367.34,0.52
2017-02-27,1195.81,437.2,2369.75,0.52
2017-02-28,1195.08,437.2,2363.64,0.52
2017-03-01,1230.0,449.6,2395.96,0.74
2017-03-02,1269.17,449.6,2381.92,0.74
2017-03-03,1292.86,449.6,2383.12,0.74
2017-03-04,1273.97,449.6,2383.12,0.74
2017-03-05,1278.98,449.6,2383.12,0.74
2017-03-06,1284.99,449.6,2375.31,0.74
2017-03-07,1237.36,449.6,2368.39,0.74
2017-03-08,1150.22,449.6,2362.98,0.74
2017-03-09,1197.3,449.6,2364.87,0.74
2017-03-10,1109.01,449.6,2372.6,0.74
2017-03-11,1188.11,449.6,2372.6,0.74
2017-03-12,1235.58,449.6,2372.6,0.74
2017-03-13,1245.49,449.6,2373.47,0.74
2017-03-14,1247.42,449.6,2365.45,0.74
2017-03-15,1263.0,449.6,2385.26,0.74
2017-03-16,1175.11,449.6,2381.38,0.74
2017-03-17,1069.57,449.6,2378.25,0.74
2017-03-18,970.0,449.6,2378.25,0.74
2017-03-19,1019.49,449.6,2378.25,0.74
2017-03-20,1044.96,449.6,2373.47,0.74
2017-03-21,1114.42,449.6,2344.02,0.74
2017-03-22,1034.57,449.6,2348.45,0.74
2017-03-23,1025.14,449.6,2345.96,0.74
2017-03-24,934.87,449.6,2343.98,0.74
2017-03-25,963.72,449.6,2343.98,0.74
2017-03-26,973.08,449.6,2343.98,0.74
2017-03-27,1042.08,449.6,2341.59,0.74
2017-03-28,1045.4,449.6,2358.57,0.74
2017-03-29,1043.27,449.6,2361.13,0.74
2017-03-30,1042.34,449.6,2368.06,0.74
2017-03-31,1088.99,449.6,2362.72,0.74
2017-04-01,1092.0,453.3,2362.72,0.8
2017-04-02,1113.99,453.3,2362.72,0.8
2017-04-03,1152.6,453.3,2358.84,0.8
2017-04-04,1143.99,453.3,2360.16,0.8
2017-04-05,1132.99,453.3,2352.95,0.8
2017-04-06,1192.3,453.3,2357.49,0.8
2017-04-07,1194.0,453.3,2355.54,0.8
2017-04-08,1184.5,453.3,2355.54,0.8
2017-04-09,1210.97,453.3,2355.54,0.8
2017-04-10,1210.0,453.3,2357.16,0.8
2017-04-11,1223.99,453.3,2353.78,0.8
2017-04-12,1214.17,453.3,2344.93,0.8
2017-04-13,1177.05,453.3,2328.95,0.8
2017-04-14,1173.74,453.3,2328.95,0.8
2017-04-15,1178.85,453.3,2328.95,0.8
2017-04-16,1177.99,453.3,2328.95,0.8
2017-04-17,1189.91,453.3,2349.01,0.8
2017-04-18,1201.94,453.3,2342.19,0.8
2017-04-19,1214.21,453.3,2338.17,0.8
2017-04-20,1236.15,453.3,2355.84,0.8
2017-04-21,1249.99,453.3,2348.69,0.8
2017-04-22,1247.0,453.3,2348.69,0.8
2017-04-23,1251.98,453.3,2348.69,0.8
2017-04-24,1257.29,453.3,2374.15,0.8
2017-04-25,1281.16,453.3,2388.61,0.8
2017-04-26,1298.44,453.3,2387.45,0.8
2017-04-27,1349.26,453.3,2388.77,0.8
2017-04-28,1353.34,453.3,2384.2,0.8
2017-04-29,1365.43,453.3,2384.2,0.8
2017-04-30,1384.55,453.3,2384.2,0.8
2017-05-01,1436.5,450.4,2388.33,0.89
2017-05-02,1471.99,450.4,2391.17,0.89
2017-05-03,1533.0,450.4,2388.13,0.89
2017-05-04,1563.39,450.4,2389.52,0.89
2017-05-05,1551.3,450.4,2399.29,0.89
2017-05-06,1585.39,450.4,2399.29,0.89
2017-05-07,1609.57,450.4,2399.29,0.89
2017-05-08,1713.0,450.4,2399.38,0.89
2017-05-09,1720.43,450.4,2396.92,0.89
2017-05-10,1794.99,450.4,2399.63,0.89
2017-05-11,1837.93,450.4,2394.44,0.89
2017-05-12,1695.61,450.4,2390.9,0.89
2017-05-13,1792.73,450.4,2390.9,0.89
2017-05-14,1799.99,450.4,2390.9,0.89
2017-05-15,1747.81,450.4,2402.32,0.89
2017-05-16,1777.48,450.4,2400.67,0.89
2017-05-17,1813.23,450.4,2357.03,0.89
2017-05-18,1899.16,450.4,2365.72,0.89
2017-05-19,1976.23,450.4,2381.73,0.89
2017-05-20,2058.91,450.4,2381.73,0.89
2017-05-21,2057.0,450.4,2381.73,0.89
2017-05-22,2123.29,450.4,2394.02,0.89
2017-05-23,2272.75,450.4,2398.42,0.89
2017-05-24,2432.97,450.4,2404.39,0.89
2017-05-25,2355.0,450.4,2415.07,0.89
2017-05-26,2272.7,450.4,2415.82,0.89
2017-05-27,2099.99,450.4,2415.82,0.89
2017-05-28,2232.78,450.4,2415.82,0.89
2017-05-29,2279.48,450.4,2415.82,0.89
2017-05-30,2191.58,450.4,2412.91,0.89
2017-05-31,2303.29,450.4,2411.8,0.89
2017-06-01,2419.99,463.0,2430.06,0.98
2017-06-02,2478.99,463.0,2439.07,0.98
2017-06-03,2548.05,463.0,2439.07,0.98
2017-06-04,2521.36,463.0,2439.07,0.98
2017-06-05,2698.0,463.0,2436.1,0.98
2017-06-06,2871.29,463.0,2429.33,0.98
2017-06-07,2685.64,463.0,2433.14,0.98
2017-06-08,2799.73,463.0,2433.79,0.98
2017-06-09,2811.39,463.0,2431.77,0.98
2017-06-10,2931.15,463.0,2431.77,0.98
2017-06-11,2998.98,463.0,2431.77,0.98
2017-06-12,2655.71,463.0,2429.39,0.98
2017-06-13,2709.01,463.0,2440.35,0.98
2017-06-14,2432.21,463.0,2437.92,0.98
2017-06-15,2409.98,463.0,2432.46,0.98
2017-06-16,2480.43,463.0,2433.15,0.98
2017-06-17,2634.94,463.0,2433.15,0.98
2017-06-18,2515.25,463.0,2433.15,0.98
2017-06-19,2596.98,463.0,2453.46,0.98
2017-06-20,2725.08,463.0,2437.03,0.98
2017-06-21,2643.35,463.0,2435.61,0.98
2017-06-22,2679.99,463.0,2434.5,0.98
2017-06-23,2690.76,463.0,2438.3,0.98
2017-06-24,2574.84,463.0,2438.3,0.98
2017-06-25,2505.61,463.0,2438.3,0.98
2017-06-26,2407.91,463.0,2439.07,0.98
2017-06-27,2575.75,463.0,2419.38,0.98
2017-06-28,2553.12,463.0,2440.69,0.98
2017-06-29,2530.0,463.0,2419.7,0.98
2017-06-30,2455.19,463.0,2423.41,0.98
2017-07-01,2423.63,441.9,2423.41,1.07
2017-07-02,2516.66,441.9,2423.41,1.07
2017-07-03,2542.41,441.9,2429.01,1.07
2017-07-04,2602.0,441.9,2429.01,1.07
2017-07-05,2616.96,441.9,2432.54,1.07
2017-07-06,2604.84,441.9,2409.75,1.07
2017-07-07,2501.15,441.9,2425.18,1.07
2017-07-08,2561.11,441.9,2425.18,1.07
2017-07-09,2508.99,441.9,2425.18,1.07
2017-07-10,2331.05,441.9,2427.43,1.07
2017-07-11,2310.01,441.9,2425.53,1.07
2017-07-12,2383.42,441.9,2443.25,1.07
2017-07-13,2340.0,441.9,2447.83,1.07
2017-07-14,2217.24,441.9,2459.27,1.07
2017-07-15,1964.31,441.9,2459.27,1.07
2017-07-16,1911.78,441.9,2459.27,1.07
2017-07-17,2235.19,441.9,2459.14,1.07
2017-07-18,2308.15,441.9,2460.61,1.07
2017-07-19,2258.99,441.9,2473.83,1.07
2017-07-20,2873.48,441.9,2473.45,1.07
2017-07-21,2657.45,441.9,2472.54,1.07
2017-07-22,2825.27,441.9,2472.54,1.07
2017-07-23,2754.28,441.9,2472.54,1.07
2017-07-24,2762.26,441.9,2469.91,1.07
2017-07-25,2564.0,441.9,2477.13,1.07
2017-07-26,2525.99,441.9,2477.83,1.07
2017-07-27,2664.99,441.9,2475.42,1.07
2017-07-28,2786.07,441.9,2472.1,1.07
